Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
220201,2022,01/10/2023,Enfield,1 WESTERLY DR,139500.00,299900.00,0.4651,Residential,Single Family,,,,POINT (-72.517276012 41.985396995)
220285,2022,01/23/2023,Meriden,130 ROUND HILL RD,106470.00,235000.00,0.4530,Residential,Single Family,,,,POINT (-72.766320041 41.544536004)
2222151,2022,05/18/2023,Ansonia,32 HALL ST,221130.00,360000.00,0.6142,Residential,Two Family,,,,POINT (-73.089798974 41.340964009)
220580,2022,01/27/2023,Bridgeport,53 AMERIDGE DR,87770.00,234500.00,0.3742,Residential,Condo,,,,POINT (-73.221310029 41.212413987)
220136,2022,02/27/2023,East Lyme,99 LOVERS LN,215950.00,401000.00,0.5385,Residential,Single Family,,,,POINT (-72.237686986 41.352882991)
221906,2022,06/29/2023,Manchester,187 HOMESTEAD STREET UNIT E9,85200.00,196000.00,0.4347,Residential,Condo,,,,POINT (-72.530512965 41.787938006)
220208,2022,08/29/2023,Clinton,37 LIBERTY ST,114600.00,206000.00,0.5563,Residential,Single Family,01 - Family,,,POINT (-72.51572997 41.281068982)
2200402,2022,07/24/2023,New Milford,369 LITCHFIELD RD,337220.00,492500.00,0.6847,Residential,Single Family,,,,POINT (-73.390403024 41.639651997)
220772,2022,03/08/2023,Bridgeport,25 DEFOREST AVE,140000.00,280000.00,0.5000,Residential,Two Family,,,,POINT (-73.171222961 41.171504013)
220528,2022,04/03/2023,Milford,150 FOREST RD #7,181450.00,335000.00,0.5416,Residential,Condo,,,,POINT (-73.047171968 41.237358992)
220135,2022,03/22/2023,New Canaan,1634 PONUS RIDGE,767760.00,1425000.00,0.5387,Residential,Single Family,,,,POINT (-73.541497976 41.164186989)
2222057,2022,12/09/2022,Ansonia,1 FARREL DR,222810.00,416000.00,0.5356,Residential,Single Family,,,,POINT (-73.057851015 41.327683009)
220036,2022,12/09/2022,New Hartford,11 FOX RUN LANE,127960.00,230000.00,0.5563,Residential,Single Family,,,,POINT (-72.965865998 41.870293013)
220511,2022,04/26/2023,Branford,GREEN ISLAND,769900.00,3500000.00,0.2200,Residential,Single Family,25 - Other,"PURCHASED GREEN ISLAND IN ONE DEED, OTHER PARCELS OWNED BY GRANTOR WERE TURNED OVER IN SUBSEQUENT QC",PER MLS SALE INCLUDES 78 ACRES OF OYSTER BEDS AND A GRADY WHITE BOAT,POINT (-72.84316 41.25537)
22089,2022,09/14/2023,Columbia,544 ROUTE 87,241710.00,452400.00,0.5342,Residential,Single Family,,,,POINT (-72.274534 41.677279995)
2200418,2022,06/02/2023,East Hartford,53 SAUNDERS ST #53,54870.00,134000.00,0.4094,Residential,Condo,,,,POINT (-72.64289648 41.76689454)
220169,2022,05/02/2023,Ledyard,14 CLIFF RD,83790.00,161500.00,0.5188,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-71.971659964 41.42581502)
220646,2022,06/09/2023,Meriden,39 SPRINGDALE AVE,111860.00,210000.00,0.5326,Residential,Two Family,,,,POINT (-72.805521028 41.541941008)
220025,2022,11/21/2022,New Hartford,220 MAIN STREET #7F,71540.00,125000.00,0.5723,Residential,Condo,,,,POINT (-72.956164029 41.865848006)
220546,2022,05/02/2023,Hamden,304 PINE ROCK AVE UC15,36190.00,120000.00,0.3016,Residential,Condo,,,GOOD SALE PER MLS,POINT (-72.946128041 41.342243003)
220330,2022,04/10/2023,Enfield,93 BRETT LA,177400.00,253000.00,0.7011,Residential,Single Family,,,,POINT (-72.513566014 41.995250006)
220173,2022,12/06/2022,Hartford,215 BRANFORD ST,56375.00,95211.00,0.5921,Residential,Single Family,25 - Other,No MLS listing; Not exposed to market,,POINT (-72.700998025 41.798110996)
220443,2022,07/31/2023,Groton,82 LAMBTOWN RD,172480.00,226000.00,0.7632,Residential,Single Family,11 - Court Order,FORECLOSURE BY COMMITTEE DEED-BOTH RESID DECD,,POINT (-72.007084988 41.389849992)
220729,2022,06/22/2023,Hartford,181-183 HILLSIDE AVE,171080.00,287500.00,0.5950,Apartments,,,,,POINT (-72.698560987 41.747625997)
220915,2022,09/18/2023,Meriden,44 ORANGE ST,86940.00,177500.00,0.4898,Residential,Single Family,,,,POINT (-72.810182037 41.533803982)
220508,2022,03/31/2023,Hartford,48 EAST MORNINGSIDE ST,49686.00,71200.00,0.6978,Residential,Single Family,25 - Other,Motivated Seller below market,,POINT (-72.69342397 41.807141994)
22176,2022,05/31/2023,Derby,8 BENANTO DR,187320.00,380000.00,0.4929,Residential,Single Family,,,,POINT (-73.05807104 41.318692999)
220595,2022,01/31/2023,Bridgeport,325 LAFAYETTE ST #6102,86330.00,202000.00,0.4273,Residential,Condo,,,,POINT (-73.189157971 41.167948996)
220110,2022,02/09/2023,New Canaan,28 GROVE ST,461510.00,954775.00,0.4833,Residential,Single Family,,,,POINT (-73.498745995 41.144887992)
220341,2022,09/19/2023,Litchfield,188 HUNTER DR,199140.00,179659.00,1.1084,Residential,Condo,01 - Family,,,POINT (-73.148539017 41.779695997)
220478,2022,08/21/2023,Groton,301 BUDDINGTON RD LOT 25,0.00,105000.00,0.0000,Residential,Single Family,07 - Change in Property,MOBILE HOME PLACED ON VACANT LOT,,POINT (-72.045006981 41.355172005)
220167,2022,06/05/2023,Colchester,462 WESTCHESTER RD,289000.00,645000.00,0.4480,Residential,Single Family,,,,POINT (-72.413478965 41.550164996)
222139,2022,07/10/2023,Bridgeport,54 ASYLUM ST,149687.00,313000.00,0.4782,Residential,Two Family,,,,POINT (-73.176851996 41.197401998)
220272,2022,06/01/2023,New London,18 PHILLIPS ST,90230.00,235000.00,0.3839,Residential,Single Family,,,,POINT (-72.122329032 41.368678981)
2200136,2022,03/13/2023,Bloomfield,11 HIRAM LN,192100.00,280000.00,0.6860,Residential,Single Family,,,,POINT (-72.759124009 41.853020006)
220131,2022,02/08/2023,Avon,47 AVONWOOD ROAD UNIT 203B,119200.00,175000.00,0.6811,Residential,Condo,25 - Other,MULTI UNIT SALE,,POINT (-72.827029998 41.797338981)
220092,2022,11/21/2022,Newington,33 SURREY DR C14,61410.00,130000.00,0.4723,Residential,Condo,25 - Other,PROBATE SALE,,POINT (-72.738681972 41.717162012)
220371,2022,02/07/2023,Hartford,69 & 154 BABCOCK ST,142113.00,550000.00,0.2583,Residential,Three Family,24 - Plottage,,,POINT (-72.689062028 41.759393016)
220322,2022,09/19/2023,Killingly,10 CLOVER CT,26950.00,47500.00,0.5673,Vacant Land,,,,,POINT (-71.869752031 41.87102601)
220281,2022,01/11/2023,Milford,55 GIBSON RD,229970.00,340000.00,0.6763,Residential,Single Family,,,,POINT (-73.04257902 41.24717902)
220711,2022,07/07/2023,Greenwich,11 DANDY DRIVE,1231300.00,2530000.00,0.4866,Residential,Single Family,,,,POINT (-73.589312962 41.050896012)
220196,2022,12/15/2022,Hamden,57 SMITH DR,132930.00,188621.00,0.7047,Residential,Single Family,14 - Foreclosure,FORECLOSURE BY SALE; COMMITTE DEED,,POINT (-72.89667104 41.35253598)
221413,2022,10/28/2022,Manchester,24 BRYAN DRIVE,191200.00,289000.00,0.6615,Residential,Single Family,,,,POINT (-72.519633003 41.813510019)
2200264,2022,08/22/2023,Bloomfield,15 CHERRY HILLS CIR UNIT 15,280350.00,720000.00,0.3894,Residential,Condo,,,,POINT (-72.742842096 41.81876139)
220198,2022,12/19/2022,New Haven,245 DWIGHT ST,248360.00,430000.00,0.5775,Residential,Single Family,,,,POINT (-72.935041968 41.31202201)
2200273,2022,05/22/2023,East Haven,3 JOHN ST,156380.00,278000.00,0.5625,Residential,Single Family,,,,POINT (-72.864717968 41.316238987)
220126,2022,11/21/2022,Hartford,18 SOUTH WHITNEY ST,244440.00,520000.00,0.4700,Apartments,,,,,POINT (-72.708852958 41.757399003)
220527,2022,04/27/2023,Hamden,173 CENTERBROOK RD,2811890.00,136000.00,20.6756,Apartments,,08 - Part Interest,PARTIAL INTEREST; CO-OP,,POINT (-72.908667194 41.37751808)
22124,2022,08/21/2023,Beacon Falls,25 JONES DRIVE,188930.00,201480.00,0.9377,Residential,Single Family,14 - Foreclosure,,,POINT (-73.084639997 41.414647015)
22043,2022,03/06/2023,Canterbury,125 BARSTOW RD,146100.00,328000.00,0.4454,Residential,Three Family,,"SOLD 9/22 FOR 228,000 - NO INDICATION OF MAJOR IMPROVEMENTS SINCE",,POINT (-72.002366982 41.711647013)
2200097,2022,12/01/2022,New Milford,145 SHERRY LN,132660.00,225000.00,0.5896,Residential,Single Family,,SALES RATIO,,POINT (-73.437465985 41.533256979)
220013,2022,10/24/2022,Clinton,28 FAIRY DELL RD,207900.00,380000.00,0.5471,Residential,Single Family,,,,POINT (-72.518923978 41.293237997)
220937,2022,09/15/2023,Greenwich,WOODSIDE ROAD 0012,3410680.00,8900000.00,0.3832,Residential,Single Family,,,,POINT (-73.633120979 41.042438001)
220052,2022,11/16/2022,Madison,77 WILDCAT RD,326400.00,685000.00,0.4764,Residential,Single Family,,,,POINT (-72.596981038 41.296738992)
220192,2022,05/17/2023,Avon,225 WEST MAIN STREET,751620.00,1450000.00,0.5183,Commercial,,07 - Change in Property,,,POINT (-72.850807026 41.811127002)
220861,2022,08/04/2023,Hamden,365 MATHER ST U201,58450.00,171000.00,0.3418,Residential,Condo,,,,POINT (-72.922237019 41.359736999)
220041,2022,10/31/2022,Avon,15 MOUNTAIN ESTATES DRIVE,391990.00,682000.00,0.5747,Residential,Single Family,,,,POINT (-72.81190301 41.798297997)
220122,2022,01/23/2023,New London,35 WALDEN AVE,100450.00,198000.00,0.5073,Residential,Single Family,,,,POINT (-72.112377031 41.353818998)
220420,2022,03/16/2023,Hamden,51 CENTERBROOK RD,823300.00,135000.00,6.0985,Apartments,,08 - Part Interest,PARTIAL INTEREST; CO-OP,,POINT (-72.907604834 41.380072115)
220610,2022,06/01/2023,Meriden,21 SOUTH CT,114030.00,207000.00,0.5508,Residential,Single Family,,,,POINT (-72.785898993 41.538199997)
220049,2022,07/06/2023,Middlefield,1 LORRAINE TERRAACE,168000.00,425000.00,0.3952,Commercial,,,,,POINT (-72.698161003 41.549165999)
220304,2022,11/28/2022,Bridgeport,326 WILMOT AVE,115840.00,315000.00,0.3677,Residential,Two Family,,,,POINT (-73.162057015 41.178518995)
220262,2022,07/17/2023,Avon,64 SCOVILLE ROAD,363780.00,815000.00,0.4463,Residential,Single Family,,,,POINT (-72.846906005 41.778405016)
22127,2022,07/25/2023,Burlington,10 HIGHWOOD CROSSING,106120.00,135000.00,0.7860,Vacant Land,,,VACANT LOT,,POINT (-72.90968367 41.768592698)
220872,2022,03/29/2023,Bridgeport,230 CHERRY HILL DR UNIT #2B,60210.00,80000.00,0.7526,Residential,Condo,,,,POINT (-73.225542974 41.214217982)
2200268,2022,03/06/2023,East Hartford,128 ARBUTUS ST,123530.00,170000.00,0.7266,Residential,Single Family,25 - Other,ESTATE,,POINT (-72.58259501 41.780468012)
220034,2022,10/20/2022,Greenwich,33 LANGHORNE LANE,1760640.00,2310000.00,0.7621,Residential,Single Family,25 - Other,SOLD AS IS,,POINT (-73.678673019 41.10094599)
220844,2022,08/23/2023,Meriden,86 WEST MAIN ST,171290.00,134000.00,1.2783,Commercial,,25 - Other,OWNER OCCUPIED PROPERTY RETIRING AND CLOSING BUSINESS,,POINT (-72.805669975 41.537998999)
220314,2022,02/28/2023,Greenwich,44 MOSHIER STREET,500570.00,825000.00,0.6067,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.653785975 41.022324996)
2200066,2022,06/29/2023,Killingworth,32 PARKER HILL ROAD,156380.00,148000.00,1.0566,Residential,Single Family,01 - Family,,,POINT (-72.532680022 41.391982013)
220103,2022,01/25/2023,Ledyard,10 CHIDLEY WAY,188440.00,495000.00,0.3806,Residential,Single Family,,,,POINT (-71.995054023 41.443828988)
220360,2022,12/19/2022,Branford,1-05 PLYMOUTH COLONY,125400.00,241000.00,0.5203,Residential,Condo,14 - Foreclosure,SALE OF A FORECLOSED UNIT BY HUD,,POINT (-72.843392659 41.267375192)
220174,2022,08/07/2023,Ellington,12 GREEN ST,103580.00,270000.00,0.3836,Residential,Single Family,,,,POINT (-72.373872964 41.931149988)
220314,2022,02/01/2023,Meriden,75 LAMBERT AVE,207900.00,355000.00,0.5856,Residential,Single Family,,,,POINT (-72.816781399 41.535048509)
2200202,2022,03/22/2023,East Haven,2 MANSFIELD GROVE RD #271,178780.00,360000.00,0.4966,Residential,Condo,,,,POINT (-72.861928974 41.247408013)
220304,2022,02/24/2023,Greenwich,433 & 445 RIVERSVILLE ROAD,2187570.00,4450000.00,0.4916,Residential,Single Family,25 - Other,SINGLE TRANSFER FOR MULTI PARCEL CONEYANCE,,POINT (-73.679168976 41.074718009)
220028,2022,10/17/2022,Enfield,38 FIELD RD,179300.00,252000.00,0.7115,Residential,Single Family,14 - Foreclosure,,,POINT (-72.582520997 42.010965991)
22203,2022,07/19/2023,Monroe,10 HILLSIDE LANE,271500.00,300000.00,0.9050,Residential,Single Family,01 - Family,,,POINT (-73.188617003 41.343158014)
222020,2022,08/23/2023,Manchester,33 WESTWOOD STREET,136300.00,310000.00,0.4396,Residential,Single Family,,,,POINT (-72.540989002 41.767233993)
220842,2022,08/23/2023,Meriden,137 COLONY ST,85820.00,61000.00,1.4069,Commercial,,25 - Other,SALE OF MULTIPLE ABUTTING PROPERTIES,,POINT (-72.800040018 41.541769012)
2200607,2022,09/12/2023,East Hartford,15-17 LEICHTNER DR,164710.00,360000.00,0.4575,Residential,Two Family,,,,POINT (-72.625127971 41.741916999)
220029,2022,10/24/2022,Killingly,361 MAPLE STREET,90860.00,150000.00,0.6057,Residential,Two Family,,,,POINT (-71.892398005 41.814143021)
2200404,2022,06/05/2023,Naugatuck,8 POND ST,334040.00,257400.00,1.2977,Residential,Four Family,14 - Foreclosure,,,POINT (-73.059692016 41.48711498)
220850,2022,08/03/2023,Hartford,120 HEBRON ST,61556.00,200000.00,0.3077,Residential,Single Family,,,,POINT (-72.703746032 41.790437993)
22020,2022,11/10/2022,Columbia,2 HERITAGE ROAD,264180.00,510000.00,0.5180,Residential,Single Family,,,,POINT (-72.324898007 41.719226014)
220712,2022,09/15/2023,Branford,741 ROBERT FROST DR,114400.00,255000.00,0.4486,Residential,Condo,,,,POINT (-72.842557976 41.271001017)
22000228,2022,05/08/2023,Cheshire,477 E MITCHELL AVE,45640.00,135000.00,0.3380,Residential,Condo,,,,POINT (-72.89876199 41.50297199)
220205,2022,11/04/2022,Bridgeport,255 GREENFIELD DR,211150.00,520000.00,0.4060,Residential,Condo,,,,POINT (-73.217225025 41.200922984)
220504,2022,04/13/2023,Meriden,178 ELM ST,131460.00,200000.00,0.6573,Residential,Single Family,,,,POINT (-72.798421976 41.530457005)
222155,2022,07/12/2023,Bridgeport,1540 RESERVOIR AVE,158584.00,349900.00,0.4532,Residential,Single Family,,,,POINT (-73.193020017 41.221534)
220075,2022,12/14/2022,New Canaan,191 MAIN ST-#5,769930.00,885000.00,0.8699,Residential,Condo,,,,POINT (-73.49095904 41.144567007)
220453,2022,03/03/2023,Branford,226 THIMBLE ISLANDS RD,291100.00,675000.00,0.4313,Residential,Single Family,25 - Other,BOUGHT BY OWNER OF 228 THIMBLE ISLANDS RD,,POINT (-72.750325023 41.264600009)
220786,2022,07/25/2023,New Haven,110 WESTWOOD RD,333760.00,745000.00,0.4480,Residential,Single Family,,,,POINT (-72.963617972 41.316382988)
220220,2022,09/15/2023,Clinton,RIVERSIDE DR 45-02,15100.00,28500.00,0.5298,Residential,Condo,,DOCKO,,POINT (-72.537094016 41.269522994)
220114,2022,08/22/2023,Easton,720 NORTH PARK AVENUE,457240.00,782500.00,0.5843,Residential,Single Family,,,,POINT (-73.304765035 41.29829702)
221198,2022,07/05/2023,Fairfield,25 SEDAN TERRACE,345730.00,775000.00,0.4461,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.220309985 41.192858001)
221379,2022,10/14/2022,Manchester,53 MARJORIE LANE UNIT G,116800.00,225000.00,0.5191,Residential,Condo,,,,POINT (-72.519958975 41.807038017)
220983,2022,09/29/2023,New Haven,11 SHELDON TER,135660.00,30000.00,4.5220,Residential,Single Family,25 - Other,NON MARKET - NO MLS,,POINT (-72.924108027 41.327051013)
220366,2022,09/28/2023,Avon,19 BISHOP LANE,146770.00,182500.00,0.8042,Vacant Land,,,,,POINT (-72.819315576 41.770983775)
220612,2022,07/19/2023,Branford,112 BURBAN DR,214900.00,419900.00,0.5118,Residential,Single Family,07 - Change in Property,,RENOVATIONS PER MLS - SEE PREVIOUS SALE #220358,POINT (-72.844054984 41.270726007)
220158,2022,07/11/2023,Ellington,144 ELLINGTON AVE,160680.00,340000.00,0.4725,Residential,Single Family,,,,POINT (-72.449577978 41.891041995)
220105,2022,11/30/2022,Newington,501 CYPRESS RD,99240.00,230000.00,0.4314,Residential,Condo,,,,POINT (-72.706445005 41.677225009)
22000235,2022,05/17/2023,Cheshire,1376 AVON BLVD,126560.00,275000.00,0.4602,Residential,Single Family,,,,POINT (-72.917283984 41.467544996)
220739,2022,06/09/2023,Milford,322 ROCK LN,276640.00,525000.00,0.5269,Residential,Single Family,,,,POINT (-72.999208035 41.240097988)
221031,2022,05/04/2023,Fairfield,245 UNQUOWA ROAD #27,190050.00,380000.00,0.5001,Residential,Condo,,,,POINT (-73.260347989 41.144063003)
220233,2022,01/10/2023,Greenwich,66 IVY STREET,372680.00,860000.00,0.4333,Residential,Two Family,,,,POINT (-73.648464975 41.008458981)
220541,2022,07/25/2023,Enfield,34 PUTNAM LA,145300.00,305000.00,0.4763,Residential,Single Family,,,,POINT (-72.508410976 41.994991005)
220057,2022,01/18/2023,Canton,75 OLD CANTON ROAD,245000.00,550000.00,0.4454,Commercial,,,,,POINT (-72.901681994 41.825902998)
22150,2022,05/01/2023,Darien,47 PHILLIPS LANE,1218840.00,2550000.00,0.4779,Residential,Single Family,,,,POINT (-73.516255037 41.077876017)
220989,2022,08/16/2023,Milford,104 HONEYCOMB LN,405040.00,680000.00,0.5956,Residential,Single Family,25 - Other,INCLUDES VACANT LAND 0 HONEYCOMB LN,,POINT (-73.069808973 41.262760014)
220029,2022,10/24/2022,Colchester,59 PARK RD,160000.00,315000.00,0.5079,Residential,Single Family,,,,POINT (-72.371234005 41.591902013)
220026,2022,01/12/2023,Lisbon,64 AMES RD,165170.00,285000.00,0.5795,Residential,Single Family,,R0192500,,POINT (-72.023124011 41.581756012)
223425,2022,07/24/2023,Newington,51 ROBBINS AVE,115110.00,290000.00,0.3969,Residential,Single Family,25 - Other,NOT AN ARMS LENGTH TRANSACTION,,POINT (-72.724094024 41.68492999)
22000340,2022,08/03/2023,Cheshire,19 WESTIN CT,263430.00,670000.00,0.3931,Residential,Single Family,,,,POINT (-72.928646995 41.553929016)
220777,2022,07/10/2023,Hartford,51-53 BOND ST,220010.00,406000.00,0.5418,Apartments,,,,,POINT (-72.675574037 41.744308985)
2200087,2022,09/12/2023,Killingworth,794 ROUTE 148,157570.00,87500.00,1.8008,Residential,Single Family,07 - Change in Property,SIGNIFICANT DETERIORATION OF PROPERTY,,POINT (-72.634917029 41.425268017)
220856,2022,08/17/2023,New Haven,660 RUSSELL ST,78260.00,220000.00,0.3557,Residential,Single Family,,,,POINT (-72.875642019 41.309681992)
22025,2022,02/07/2023,Ashford,103 LIPPS RD,239820.00,410500.00,0.5842,Residential,Single Family,28 - Use Assessment,"PA490, & PARTIAL INTEREST",,POINT (-72.19285403 41.885683989)
220063,2022,11/29/2022,Avon,47 HUCKLEBERRY HILL ROAD,219080.00,365000.00,0.6002,Residential,Single Family,,,,POINT (-72.915935001 41.804358993)
220582,2022,04/03/2023,Fairfield,48 MILLARD STREET,1050200.00,1950000.00,0.5385,Residential,Single Family,,,,POINT (-73.250758002 41.135037998)
220748,2022,06/29/2023,Hartford,474 WETHERSFIELD AVE,93309.00,200257.00,0.4659,Residential,Three Family,18 - In Lieu Of Foreclosure,,,POINT (-72.672310962 41.74295799)
220286,2022,06/26/2023,Litchfield,593 NORTHFIELD RD,214760.00,400000.00,0.5369,Residential,Single Family,,,,POINT (-73.117865023 41.702263011)
220248,2022,12/15/2022,Milford,18 NORWOOD AVE,549870.00,1350000.00,0.4073,Residential,Single Family,,,,POINT (-73.008154041 41.214236003)
2200014,2022,10/13/2022,East Haven,22 CLEARVIEW AVE,125300.00,125000.00,1.0024,Residential,Single Family,,,ESTATE SALE,POINT (-72.867276041 41.264725989)
220130,2022,11/22/2022,Meriden,21 EDDY AVE,214200.00,375000.00,0.5712,Residential,Three Family,,,,POINT (-72.810910006 41.546148011)
220063,2022,06/20/2023,Durham,HIGGANUM RD,97870.00,300000.00,0.3262,Vacant Land,,28 - Use Assessment,CODE 06 ALSO APPLIES / PARCEL ORIGINALLY 16.5 ACRES / SPLIT OFF/SOLD 8.77 ACRES,,POINT (-72.650140143 41.465276464)
2200427,2022,06/06/2023,East Hartford,29 FOOTPATH LN,128700.00,305000.00,0.4219,Residential,Two Family,,,,POINT (-72.631860987 41.758341003)
220004,2022,10/03/2022,Ellington,1 MAPLE ST 2,84010.00,146000.00,0.5754,Residential,Condo,,,,POINT (-72.458101033 41.909485996)
220109,2022,03/06/2023,Colchester,433 CABIN RD,191000.00,366000.00,0.5218,Residential,Single Family,,,,POINT (-72.329385007 41.552723991)
220202,2022,12/27/2022,Greenwich,214 WEAVER STREET,469280.00,700000.00,0.6704,Residential,Single Family,,,,POINT (-73.65940998 41.034027013)
220888,2022,08/29/2023,Greenwich,VALLEYWOOD ROAD 0082,598500.00,1100051.00,0.5440,Residential,Single Family,,,,POINT (-73.602795002 41.043669009)
221757,2022,04/18/2023,Manchester,17 HAZEL STREET,114400.00,230000.00,0.4973,Residential,Single Family,,,,POINT (-72.52063397 41.774666981)
2200078,2022,11/21/2022,New Milford,22 STEPHANIE DR,269460.00,497500.00,0.5416,Residential,Single Family,,SALES RATIO,,POINT (-73.385866989 41.605175008)
